txt_id,sen_ix,sentence,label_seq,pos_seq,labeled_sentence,genre
a36-fragment07,182,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['CCONJ', 'DET', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']",But the M_vaporous M_presences that M_float M_through M_this M_slender and M_anaemic first novel by a notable poet would appear to M_support the claim .,news
a36-fragment07,183,The book â which opens a projected sequence of novels that will cover the period from 1968 to the present day â aims to explore what the blurb describes as â the painful transition from youth to adulthood .,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]","['DET', 'NOUN', 'PROPN', 'ADJ', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NUM', 'ADP', 'DET', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'PART', 'VERB', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",The book — which M_opens a M_projected sequence of novels that will M_cover the period M_from 1968 M_to the M_present day — M_aims to M_explore what the blurb M_describes as ‘ the M_painful transition M_from youth M_to adulthood .,news
a36-fragment07,184,"This , of course , is a popular subject : it seems particularly attractive to the poet-turned-novelist because of the scope it offers for the tremulously sensitive probing of feelings .","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","['DET', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'DET', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","M_This , of course , is a popular M_subject : it seems particularly M_attractive M_to the poet-turned-novelist because of the scope it offers for the M_tremulously M_sensitive M_probing of feelings .",news
a36-fragment07,186,What Andrew Motion presents us with here is a static and humourless mood-piece filled with over-elaborate imagery .,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]","['NOUN', 'PROPN', 'PROPN', 'VERB', 'PRON', 'ADP', 'ADV', 'VERB', 'DET', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']",What Andrew Motion M_presents us M_with M_here is a static and M_humourless M_mood-piece M_filled M_with M_over-elaborate M_imagery .,news
a36-fragment07,187,"The hero , Francis Mayne , is suffering from the adolescent 's emotional confusion and acute self-consciousness .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","The hero , Francis Mayne , is suffering M_from the adolescent 's emotional confusion and acute self-consciousness .",news
a36-fragment07,188,"He finds it hard to communicate with people , not least his separated parents .","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'PRON', 'ADJ', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'PUNCT']","He M_finds it M_hard to communicate M_with people , not least his separated parents .",news
a36-fragment07,190,"His mother , by contrast , is the most vividly realised character in the book : nervy , flirtatious and selfish , already on her third husband , she thinks primarily of her appearance , even when visiting her dying daughter , Francis 's twin .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADJ', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADV', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'ADV', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'PUNCT']","His mother , by M_contrast , is the most M_vividly realised character M_in the book : nervy , flirtatious and selfish , already M_on her third husband , she thinks primarily of her appearance , even when visiting her dying daughter , Francis 's twin .",news
a36-fragment07,191,The first half of the novel is dominated by the girl 's death from leukaemia .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","['DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",The first half of the novel is M_dominated by the girl 's death M_from leukaemia .,news
a36-fragment07,192,"There is a refreshing simplicity and tenderness in Motion 's account of the way Francis nurses her , but she herself is too sketchily drawn for the episode to carry much weight .","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'PART', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'VERB', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","There is a M_refreshing simplicity and M_tenderness M_in Motion 's M_account of the M_way Francis nurses her , but she herself is too sketchily M_drawn for the episode to M_carry much M_weight .",news
a36-fragment07,193,"Meanwhile , at his public school , Francis is conducting a love-affair with an older pupil named Keith Ogilvie .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'PUNCT', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","Meanwhile , M_at his public school , Francis is M_conducting a love-affair with an older pupil named Keith Ogilvie .",news
a36-fragment07,194,"He is finally rejected by the devious , arrogant Keith , who informs him that he is â obsolete because he does not â know how to make things happen .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'PRON', 'ADP', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADV', 'PART', 'VERB', 'NOUN', 'VERB', 'PUNCT']","He is finally rejected by the M_devious , arrogant Keith , who informs him that he is ‘ M_obsolete because he does not ‘ know how to M_make M_things happen .",news
a36-fragment07,195,His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'VERB', 'ADV', 'VERB', 'PRON', 'PART', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']",His M_response M_to M_this rejection is as M_flat as his M_reaction M_to the M_massive demonstration which Keith has earlier persuaded him to M_join M_against the Vietnam War .,news
